article,dutch,english,example
de,airbus,The Airbus,The Airbus is a large commercial aircraft used by many airlines.
de,airconditioner,The air conditioner,The air conditioner kept the room cool during the heatwave.
de,airhostess,The air hostess,The air hostess provided excellent service to the passengers.
de,air,The air,The fresh mountain air was very refreshing.
de,airstrip,The airstrip,The small plane landed safely on the remote dirt airstrip.
de,ajuin,The onion,The onion is a staple ingredient in many savory dishes.
de,akant,The acanthus,The acanthus is a plant often depicted in classical architecture.
de,akelei,The columbine,The columbine is a beautiful flower with delicate purple petals.
de,aak,The barge,The large barge was carrying coal down the river.
de,aker,The acorn,The squirrel collected an acorn and buried it in the ground.
het,akkefietje,The trifle,They had a small argument over a silly little trifle.
de,akker,The field,The farmer plowed the field before planting the seeds.
het,akkevietje,The trifle,The manager didn't want to waste time on a minor trifle.
het,akkoord,The agreement,The two parties finally reached an agreement after hours of talk.
de,akkoordverklaring,The statement of agreement,You need to sign the statement of agreement before we can proceed.
de,aks,The axe,The lumberjack used a heavy axe to chop down the tree.
de,akte,The deed,The lawyer prepared the legal deed for the sale of the house.
de,aktetas,The briefcase,The businessman carried his laptop and documents in a leather briefcase.
de,alarmbel,The alarm bell,The sound of the alarm bell alerted everyone to the fire.
het,alarm,The alarm,The burglar alarm went off in the middle of the night.
de,alarminstallatie,The alarm system,The house is protected by a modern alarminstallatie.
het,alarmsysteem,The alarm system,The security company installed a new alarm system in the office.
de,albatros,The albatross,The albatross is a large seabird with a huge wingspan.
het,album,The album,The band released their new studio album last month.
de,alchemist,The alchemist,The ancient alchemist tried to turn lead into gold.
de,alcoholcontrole,The breathalyzer test,The police conducted a breathalyzer test on the driver.
de,alcoholist,The alcoholic,The alcoholic decided to join a support group to get sober.
de,aal,The eel,The eel is a long, thin fish that lives in both fresh and salt water.
de,aleviet,The Alevi,The Alevi is a member of a religious and cultural community.
de,alexandrijn,The alexandrine,The alexandrine is a type of poetic line with twelve syllables.
het,alfabet,The alphabet,The children learned to recite the entire alphabet in school.
de,alfahulp,The home care assistant,The home care assistant helps the elderly with their daily tasks.
de,algemeenheid,The generality,The speaker talked in broad generality about the new project.
de,alg,The alga,The pond was covered in a thick layer of green alga.
het,algoritme,The algorithm,The search engine uses a complex algorithm to rank the results.
de,alias,The alias,The criminal used an alias to hide his true identity.
de,aliënatie,The alienation,The constant moving led to a sense of alienation for the child.
de,alien,The alien,The science fiction movie featured a strange green alien from Mars.
het,alignement,The alignment,The alignment of the wheels was checked during the car service.
de,alimentatie,The alimony,The judge ordered him to pay monthly alimony to his ex-wife.
de,alk,The auk,The auk is a type of seabird that lives in the cold northern oceans.
de,alkoof,The alcove,The bed was tucked away in a small and cozy alcove.
de,alleengaande,The single person,The cruise is popular among every single person looking for adventure.
de,alleenheerser,The autocrat,The autocrat ruled the country with an absolute power.
de,alleenstaande,The single person,The organization provides support for every local single person in need.
het,allegaartje,The hodgepodge,The room was a hodgepodge of different furniture styles.
de,allegorie,The allegory,The story is an allegory about the struggle between good and evil.
het,allergeen,The allergen,Peanuts are a common allergen that can cause a severe reaction.
de,allergie,The allergy,She has a severe allergy to pollen during the spring.
de,alliage,The alloy,Steel is an alloy made primarily of iron and carbon.
de,alliantie,The alliance,The two countries formed a military alliance to protect themselves.
de,alligator,The alligator,The alligator was sunning itself on the bank of the river.
de,alliteratie,The alliteration,The poem used alliteration to create a rhythmic sound.
de,allitteratie,The alliteration,The headline used alliteration to catch the reader's eye.
de,allocatie,The allocation,The allocation of resources was a major topic of the meeting.
de,allochtoon,The immigrant,The immigrant settled in the city and started a small business.
de,allrounder,The all-rounder,He is a real all-rounder who can handle any task in the office.
de,allure,The allure,The city has a certain allure that attracts many tourists.
de,allusie,The allusion,The author made a subtle allusion to a famous historical event.
de,almanak,The almanac,The farmer checked the old almanac for the weather forecast.
de,alpentop,The Alpine peak,The Alpine peak was covered in snow throughout the year.
de,alpenweide,The Alpine meadow,The cows were grazing in the beautiful green Alpine meadow.
de,altaar,The altar,The couple exchanged their vows in front of the stone altar.
de,alt,The alto,The singer has a beautiful and deep alto voice.
de,alteratie,The alteration,The tailor made a slight alteration to the sleeve of the jacket.
het,alternatief,The alternative,The doctor suggested an alternative treatment for the condition.
